 time   show click f1     f2       f3        f4       f5         f6      f7      f8       f9      f10        f11     f12      f13     f14        f15
5782902774 0 0 5b08c53b 7687a86e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 09b19f16 7eef184d 5b08c53b 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
4346467994 0 0 f5476ff8 00e1b9c0 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a da162469 8b1aa260 f5476ff8 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
8301872145 1 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 40fb49ca be74e6fe e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
8511778479 0 0 85f751fd c4e18dd6 50e219e0 39947756 2347f47a cef3e649 a2cbb1e0 d784a354 9f8d0424 85f751fd 50e219e0 39947756 2347f47a cef3e649 a2cbb1e0 
0914034684 0 0 85f751fd c4e18dd6 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a c21a1e56 89416188 85f751fd 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a 
8974177308 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8eb51743 a0f5f879 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
598807810 0 0 85f751fd c4e18dd6 50e219e0 a37bf1e4 7801e8d9 07d7df22 1ab3feec c45c8256 8debacdb 85f751fd 50e219e0 a37bf1e4 7801e8d9 07d7df22 1ab3feec c
6980995258 0 0 85f751fd c4e18dd6 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a 07533d06 76dc4769 85f751fd 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a 
7025246486 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 2e93a860 f39b265e 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9633599058 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 9cdc12cc 711ee120 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
0973162331 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 665810f3 78d9bd10 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2266331300 1 0 85f751fd c4e18dd6 50e219e0 9c13b419 2347f47a f95efa07 a99f214a ed9450c2 1f0bc64f 85f751fd 50e219e0 9c13b419 2347f47a f95efa07 a99f214a 
4795240866 1 0 84c7ba46 c4e18dd6 50e219e0 ecad2386 7801e8d9 07d7df22 c357dbff 06f76b24 373ecbe6 84c7ba46 50e219e0 ecad2386 7801e8d9 07d7df22 c357dbff 
1019128754 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 12c3d700 ef726eae 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
6523032142 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0345a137 3bd9e8e7 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7325763141 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 4e873691 c6263d8a 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
5555340290 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 27f3fa06 d25693ce 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3839786798 1 0 85f751fd c4e18dd6 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a fac78767 84ebbcd4 85f751fd 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a 
0686523448 0 0 85f751fd c4e18dd6 50e219e0 c51f82bc d9b5648e 0f2161f8 a99f214a 2d227840 9b5ce758 85f751fd 50e219e0 c51f82bc d9b5648e 0f2161f8 a99f214a 
2544614902 0 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 42606fe6 cb0fb677 e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0289320595 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 03108db9 a0f5f879 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
4859644629 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0b697be1 1f0bc64f 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8289660116 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 58db4f0c 6332421a 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
86870304 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 02b9b0fc 1aa0e912 1fbe01fe  8905ebd ecad2386 7801e8d9 07d7df22 a99f214a 02
8500295401 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 6b9769f2 4c8aeb60 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7785118491 0 1 856e6d3f 58a89a43 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 4375586d 5ec45883 856e6d3f f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
7683848936 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 6a1a8248 a5fbe35d 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
0539844899 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 9cd175b0 ecb851b2 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
5115605375 1 1 d9750ee7 98572c79 f028772b ecad2386 7801e8d9 07d7df22 a99f214a c23e50cb 7594f139 d9750ee7 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
4846482398 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 83b564b0 a5bce124 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
156757818 0 0 85f751fd c4e18dd6 50e219e0 39947756 2347f47a cef3e649 1d5b4c5e 35d885a4 c4cff2ea 85f751fd 50e219e0 39947756 2347f47a cef3e649 1d5b4c5e 3
2189110689 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a a6df415d 4ea23a13 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
5752157334 0 1 85f751fd c4e18dd6 50e219e0 ffc6ffd0 7801e8d9 0f2161f8 a167aa83 af0dd4ba 158e4944 85f751fd 50e219e0 ffc6ffd0 7801e8d9 0f2161f8 a167aa83 
8769896114 0 0 83a0ad1a 5c9ae867 f028772b ecad2386 7801e8d9 07d7df22 a99f214a f17268a6 575d0d2a 83a0ad1a f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
9746015079 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a b79e1ece 711ee120 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8538959689 0 0 85f751fd c4e18dd6 50e219e0 0acbeaa3 45a51db4 f95efa07 a99f214a 68e496ca ad0ecb0d 85f751fd 50e219e0 0acbeaa3 45a51db4 f95efa07 a99f214a 
6627470759 1 0 f9c69707 e16ceb4b 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8b19fe67 258766e2 f9c69707 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
4492579982 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 4f294eb6 33c9c797 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
9805473196 0 0 85f751fd c4e18dd6 50e219e0 febd1138 82e27996 0f2161f8 a99f214a 4e5378c0 99e427c9 85f751fd 50e219e0 febd1138 82e27996 0f2161f8 a99f214a 
1002992404 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a ea9edeb5 a5bce124 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
4683044868 0 0 85f751fd c4e18dd6 50e219e0 1779deee 2347f47a f95efa07 a99f214a d3e691e0 aa35da31 85f751fd 50e219e0 1779deee 2347f47a f95efa07 a99f214a 
6993553715 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8effbe4e a8d2c4cf 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
5690214292 0 0 6256f5b4 28f93029 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 1cb82c25 d787e91b 6256f5b4 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
6797105592 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 4a9ed8c4 d787e91b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
7097747189 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 2acd7a51 cdfde03b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
3419751227 0 0 ceea3181 6225315b f028772b ecad2386 7801e8d9 07d7df22 a99f214a 069aaa56 76dc4769 ceea3181 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
355496701 0 1 b7e9786d b12b9f85 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 3033c66f eba9519f b7e9786d f028772b ecad2386 7801e8d9 07d7df22 a99f214a 3
9731982376 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a fec9a8a7 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
5842027302 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8ce11055 158e4944 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3759767024 1 0 84c7ba46 c4e18dd6 50e219e0 ecad2386 7801e8d9 07d7df22 e62f1261 7b485f88 cf19f7f7 84c7ba46 50e219e0 ecad2386 7801e8d9 07d7df22 e62f1261 
0463747729 0 0 d6137915 bb1ef334 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 759c83c1 f0512bed d6137915 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
4280682659 0 0 85f751fd c4e18dd6 50e219e0 39947756 2347f47a cef3e649 b45aada4 ceebd3eb 5096d134 85f751fd 50e219e0 39947756 2347f47a cef3e649 b45aada4 
7673108970 0 0 75f43c5a c4e18dd6 50e219e0 ecad2386 7801e8d9 07d7df22 03cb167d 3414a157 cf6e17c1 75f43c5a 50e219e0 ecad2386 7801e8d9 07d7df22 03cb167d 
047577515 0 1 43d6df75 27e3c518 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0b61bc5e c144e605 43d6df75 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0
2703130813 0 0 18859862 b5188ae6 f028772b ecad2386 7801e8d9 07d7df22 a99f214a c6e4451a 4ea23a13 18859862 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
1174609265 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a c52e8a62 36d749e5 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
1679953217 0 0 85f751fd c4e18dd6 50e219e0 8bfb92e0 7801e8d9 07d7df22 a99f214a 8e9fa84b f5da7bc4 85f751fd 50e219e0 8bfb92e0 7801e8d9 07d7df22 a99f214a 
2798084377 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 56219eb1 76dc4769 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2996679694 0 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a a6fcfe1d 76dc4769 e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0935227325 0 1 5ee41ff2 17d996e6 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 224d24e9 d14c4241 5ee41ff2 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0499579916 0 0 da79c793 71ed77a0 f028772b ecad2386 7801e8d9 07d7df22 a99f214a b77acc18 fce66524 da79c793 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
